Fiscal Year,Eff. Date,Job Code,Title,Union Code,SetID,Grade,Biweekly Min,Biweekly Max,Extended Range,Step 1,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Step 10,Step 11,Step 12,Step 13,Step 14,Step 15,Step 16,Step 17,Step 18,Step 19,Step 20
FY14-15,2014/10/11,7302,Audio-Visual Equipment Tech,790,SFMTA,6300,1975,2401,,24.6875,25.9250,27.2250,28.5875,30.0125,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7353,Water Meter Repairer,038,COMMN,6630,2319,2819,0,28.9875,30.4375,31.9625,33.5625,35.2375,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1227,Testing Technician,790,COMMN,6180,1862,2264,0,23.2750,24.4375,25.6625,26.9500,28.3000,,,,,,,,,,,,,,,
FY13-14,2013/07/01,5216,Chief Surveyor,021,COMMN,7635,3788,4604,0,47.3500,49.7250,52.2000,54.8125,57.5500,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2468,Diagnostic Imaging Tech II,790,COMMN,2468A,3226,4323,0,40.3250,42.3375,44.4625,46.6750,49.0125,51.4625,54.0375,,,,,,,,,,,,,
FY13-14,2014/03/29,3284,Recreation Director,790,COMMN,6190,1871,2274,0,23.3875,24.5625,25.7875,27.0750,28.4250,,,,,,,,,,,,,,,
FY14-15,2014/10/11,6266,Senior Plan Checker,021,COMMN,7635,3788,4604,,47.3500,49.7250,52.2000,54.8125,57.5500,,,,,,,,,,,,,,,
FY15-16,2015/10/10,2585,Health Worker 1,790,SFMTA,6090,1782,2166,,22.2750,23.3875,24.5625,25.7875,27.0750,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7346,Painter,004,SFMTA,6730,2435,2960,,30.4375,31.9625,33.5625,35.2375,37.0000,,,,,,,,,,,,,,,
FY13-14,2014/03/29,9122,Transit Information Clerk,790,SFMTA,6420,2094,2545,0,26.1750,27.4875,28.8625,30.3000,31.8125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,1654,Accountant III,021,SFMTA,7095,2910,3537,,36.3750,38.2000,40.1000,42.1125,44.2125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,H043,EMS Section Chief,799,COMMN,H43C0,6871,6871,,85.8875,,,,,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7208,Heavy Equipment Ops Sprv,003,SFMTA,7380,3346,4067,,41.8250,43.9125,46.1125,48.4125,50.8375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2232,Senior Physician Specialist,164,COMMN,2232Y,5815,8131,0,72.6875,76.3750,80.1250,84.1625,88.4000,91.6000,92.7500,95.6125,98.5750,101.6375,,,,,,,,,,
FY13-14,2014/01/04,4230,Estate Investigator,021,COMMN,6835,2564,3117,0,32.0500,33.6625,35.3375,37.1125,38.9625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7328,"Operating Engineer, Universal",003,COMMN,7075,2882,3503,0,36.0250,37.8375,39.7250,41.7125,43.7875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8186,Atty for the Public Admin,351,SFMTA,8300,5241,6370,,65.5125,68.7875,72.2250,75.8375,79.6250,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1664,Patient Accounts Manager,790,SFMTA,7200,3064,3724,,38.3000,40.2125,42.2250,44.3375,46.5500,,,,,,,,,,,,,,,
FY13-14,2014/03/29,9530,"Labor Relations Rep,SFMTA",001,SFMTA,9530B (SFMTA),2813,3418,6,35.1625,36.9125,38.7625,40.7000,42.7250,44.8625,47.1125,49.4625,,,,,,,,,,,,
FY13-14,2014/03/29,1670,Financial Systems Supervisor,021,SFMTA,1670B (SFMTA),4036,4905,,50.4500,52.9750,55.6125,58.4000,61.3125,62.8625,64.3875,66.0000,,,,,,,,,,,,
FY13-14,2014/03/29,5209,Industrial Engineer,021,COMMN,7515,3574,4343,0,44.6750,46.9000,49.2500,51.7125,54.2875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8259,Criminalist I,021,COMMN,6805,2527,3072,0,31.5875,33.1750,34.8250,36.5750,38.4000,,,,,,,,,,,,,,,
FY14-15,2014/10/11,2740,Porter Supervisor 1,790,SFMTA,6480,2156,2621,,26.9500,28.3000,29.7125,31.2000,32.7625,,,,,,,,,,,,,,,
FY14-15,2014/07/01,6230,Street Inspector,021,SFMTA,6735,2442,2969,,30.5250,32.0500,33.6625,35.3375,37.1125,,,,,,,,,,,,,,,
FY13-14,2014/01/04,4215,ASR Senior Office Specialist,790,COMMN,4215A,2156,2752,0,26.9500,28.3000,29.7125,31.2000,32.7625,34.4000,,,,,,,,,,,,,,
FY14-15,2015/01/03,2232,Senior Physician Specialist,164,COMMN,2232E,6517,9008,,81.4625,85.6125,89.8125,94.3375,99.0875,102.0500,102.7500,105.9375,109.2125,112.6000,,,,,,,,,,
FY13-14,2014/03/29,1402,Junior Clerk,790,COMMN,5760,1520,1844,0,19.0000,19.9500,20.9250,21.9500,23.0500,,,,,,,,,,,,,,,
FY14-15,2014/07/01,5275,Planner Technician,021,COMMN,6280,1955,2377,,24.4375,25.6625,26.9500,28.3000,29.7125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7381,Automotive Mechanic,130,COMMN,7381Y,2952,2952,0,36.9000,,,,,,,,,,,,,,,,,,,
FY13-14,2014/03/29,5262,Landscape Architect Assoc 1,021,SFMTA,7205,3072,3734,,38.4000,40.3250,42.3375,44.4625,46.6750,,,,,,,,,,,,,,,
FY15-16,2015/10/10,6331,Building Inspector,930,SFMTA,7565,3661,4449,,45.7625,48.0500,50.4500,52.9750,55.6125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,H003,EMT/Paramedic/Firefighter,798,Suppression,H3C00,2103,4095,,26.2936,27.6078,30.4004,33.4292,35.0308,36.7864,40.4517,44.5072,46.4374,48.7577,51.1910,,,,,,,,,
FY13-14,2014/01/04,8186,Atty for the Public Admin,351,COMMN,8220,5039,6125,0,62.9875,66.1375,69.4375,72.9125,76.5625,,,,,,,,,,,,,,,
FY15-16,2015/07/01,2520,Morgue Attendant,250,SFMTA,6640,2332,2835,,29.1500,30.6125,32.1375,33.7500,35.4375,,,,,,,,,,,,,,,
FY14-15,2014/07/01,3525,Chief Preparator,790,COMMN,6805,2527,3072,,31.5875,33.1750,34.8250,36.5750,38.4000,,,,,,,,,,,,,,,
FY13-14,2014/03/29,9772,Community Development Spec,790,SFMTA,6810,2533,3080,,31.6625,33.2500,34.9125,36.6625,38.5000,,,,,,,,,,,,,,,
FY14-15,2014/07/01,7247,Sheet Metal Wrk Supervisor 2,104,COMMN,7620,3760,4570,,47.0000,49.3500,51.8125,54.4000,57.1250,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1377,Special Assistant 18,351,SFMTA,8245,5101,6201,,63.7625,66.9625,70.3000,73.8125,77.5125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2916,Social Work Specialist,535,SFMTA,6870,2607,3169,,32.5875,34.2125,35.9250,37.7250,39.6125,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1825,Prnpl Admin Analyst II,021,SFMTA,7700,3910,4753,,48.8750,51.3250,53.8875,56.5875,59.4125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,5201,Junior Engineer,021,SFMTA,6915,2666,3241,,33.3250,35.0000,36.7500,38.5875,40.5125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7366,Transit Power Line Worker,006,SFMTA,7366Y (SFMTA),3425,3684,0,42.8125,43.9000,45.0000,46.0500,,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7339,"AprntcStatnry Eng,WtrTreatPlnt",039,SFMTA,7339Y (SFMTA),2094,3061,,26.1750,28.1875,30.2125,32.2250,34.2375,36.2500,38.2625,,,,,,,,,,,,,
FY13-14,2014/03/29,9209,Community Police Services Aide,790,COMMN,6400,2074,2521,0,25.9250,27.2250,28.5875,30.0125,31.5125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8262,Criminalist III,021,COMMN,7915,4343,5280,0,54.2875,57.0125,59.8625,62.8625,66.0000,,,,,,,,,,,,,,,
FY13-14,2014/01/04,4220,Personal Property Auditor,021,COMMN,6885,2627,3193,0,32.8375,34.4750,36.2000,38.0125,39.9125,,,,,,,,,,,,,,,
FY12-13,2012/07/01,8205,Institutional Police Sergeant,969,SFMTA,8205W,2499,4227,,41.3875,43.4875,45.6375,47.9375,50.3125,52.8375,31.2375,32.8250,34.4500,36.1750,37.9750,,,,,,,,,
FY13-14,2014/01/04,1764,Mail & Reproduction Svc Sprv,790,SFMTA,6725,2430,2953,,30.3750,31.8875,33.4875,35.1625,36.9125,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1760,Offset Machine Operator,790,COMMN,6235,1914,2326,0,23.9250,25.1125,26.3750,27.6875,29.0750,,,,,,,,,,,,,,,
FY14-15,2014/07/01,5314,Survey Associate,021,COMMN,7145,2983,3626,,37.2875,39.1500,41.1125,43.1625,45.3250,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1771,Media Production Specialist,790,SFMTA,6550,2230,2711,,27.8750,29.2750,30.7375,32.2750,33.8875,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1555,"Sctry, Bldg Inspection Comm",022,COMMN,7115,2940,3574,,36.7500,38.5875,40.5125,42.5375,44.6750,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1548,"Sctry, Human Svcs. Commission",022,COMMN,7115,2940,3574,0,36.7500,38.5875,40.5125,42.5375,44.6750,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1806,Senior Statistician,021,COMMN,1806B,3147,3826,6,39.3375,41.3000,43.3750,45.5375,47.8250,49.0125,50.2125,51.4625,,,,,,,,,,,,
FY14-15,2014/07/01,5177,Safety Officer,021,COMMN,5177C,3998,4859,6,49.9750,52.4625,55.0875,57.8375,60.7375,62.2000,63.7625,65.3125,,,,,,,,,,,,
FY14-15,2014/10/11,2566,Rehabilitation Counselor,021,COMMN,6735,2442,2969,,30.5250,32.0500,33.6625,35.3375,37.1125,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7482,Power Generation Technician 2,006,SFMTA,7290,3199,3888,,39.9875,41.9875,44.0875,46.3000,48.6000,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1649,Accountant Intern,021,SFMTA,1649C,2156,2263,,26.9500,28.2875,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1464,Medical Clerk Stenographer,790,SFMTA,6690,2388,2902,,29.8500,31.3375,32.9000,34.5500,36.2750,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2533,Emergency Med Svcs Agency Spec,790,SFMTA,7440,3446,4188,,43.0750,45.2250,47.4875,49.8625,52.3500,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7215,General Laborer Supervisor 1,261,SFMTA,6545,2226,2706,,27.8250,29.2125,30.6750,32.2125,33.8250,,,,,,,,,,,,,,,
FY15-16,2015/10/10,5277,Planner 1,021,SFMTA,6690,2388,2902,,29.8500,31.3375,32.9000,34.5500,36.2750,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2982,Rent Board Supervisor,021,COMMN,7135,2969,3608,0,37.1125,38.9625,40.9125,42.9500,45.1000,,,,,,,,,,,,,,,
FY13-14,2014/01/04,6230,Street Inspector,021,COMMN,6715,2418,2940,0,30.2250,31.7375,33.3250,35.0000,36.7500,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7249,Automotive Mechanic Sprv 1,130,SFMTA-Negotiated,7249D,4121,4121,,51.5125,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1429,Nurses Staffing Assistant,250,SFMTA,6220,1899,2309,,23.7375,24.9250,26.1750,27.4875,28.8625,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2143,Hospital Asst Administrator,351,COMMN,7780,4067,4943,0,50.8375,53.3750,56.0500,58.8500,61.7875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8208,Park Patrol Officer,790,COMMN,6310,1985,2412,,24.8125,26.0500,27.3500,28.7125,30.1500,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1431,Senior Unit Clerk,250,COMMN,6390,2063,2507,0,25.7875,27.0750,28.4250,29.8500,31.3375,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8250,Fingerprint Technician 2,790,COMMN,6440,2115,2571,,26.4375,27.7625,29.1500,30.6125,32.1375,,,,,,,,,,,,,,,
FY13-14,2014/03/29,5303,"Sprv, Traffic & Street Signs",021,SFMTA,7135,2969,3608,,37.1125,38.9625,40.9125,42.9500,45.1000,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1209,Benefits Technician,790,COMMN,6270,1946,2365,0,24.3250,25.5375,26.8125,28.1500,29.5625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,0402,Deputy Chief 3,353,COMMN,0402Y,10332,10332,0,129.1500,,,,,,,,,,,,,,,,,,,
FY15-16,2015/10/10,8149,Asst Chf Dist Atty's Invstgtor,419,SFMTA,8149H,3921,5005,,49.0125,51.4625,54.0375,56.7375,59.5750,62.5625,,,,,,,,,,,,,,
FY15-16,2015/07/01,5364,Engineering Associate 1,021,SFMTA,6875,2614,3178,,32.6750,34.3125,36.0250,37.8375,39.7250,,,,,,,,,,,,,,,
FY15-16,2015/07/01,3409,Apprntice Arborist Technicn II,261,SFMTA,3409G,1950,2229,,24.3750,26.1250,27.8625,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,5644,Principal Environ Specialist,021,COMMN,7575,3679,4471,,45.9875,48.2750,50.7000,53.2250,55.8875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8104,Victim & Witness Technician,790,COMMN,6040,1740,2115,0,21.7500,22.8375,23.9750,25.1750,26.4375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,8152,"SrClaimsInvstgtor,Cty Atty Ofc",022,SFMTA,7475,3503,4258,,43.7875,45.9875,48.2750,50.7000,53.2250,,,,,,,,,,,,,,,
FY13-14,2014/03/29,2565,Acupuncturist,790,SFMTA,6670,2365,2874,,29.5625,31.0375,32.5875,34.2125,35.9250,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7502,Asphalt Worker,261,SFMTA,6315,1990,2418,,24.8750,26.1125,27.4250,28.7875,30.2250,,,,,,,,,,,,,,,
FY13-14,2014/01/04,6272,Senior Housing Inspector,021,SFMTA,7620,3760,4570,,47.0000,49.3500,51.8125,54.4000,57.1250,,,,,,,,,,,,,,,
FY13-14,2014/01/04,8452,Criminal Justice Specialist 2,790,COMMN,7090,2902,3527,0,36.2750,38.0875,39.9875,41.9875,44.0875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,7253,Electrical Trnst Mech Sprv 1,006,SFMTA-Negotiated,7410,3396,4128,,42.4500,44.5750,46.8000,49.1375,51.6000,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2998,"Rep, Comm Status of Women",790,COMMN,7015,2800,3403,0,35.0000,36.7500,38.5875,40.5125,42.5375,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1922,Senior Inventory Clerk,790,SFMTA,5990,1698,2063,,21.2250,22.2750,23.3875,24.5625,25.7875,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7349,Steamfitter Supervisor I,038,COMMN,7430,3426,4164,0,42.8250,44.9625,47.2125,49.5750,52.0500,,,,,,,,,,,,,,,
FY14-15,2014/07/01,6116,Sprv Wastewater Cont Inspector,021,COMMN,7505,3557,4323,,44.4625,46.6750,49.0125,51.4625,54.0375,,,,,,,,,,,,,,,
FY13-14,2013/07/01,9382,Govrnmt/Publ Affairs Mgr,351,COMMN,7570,3668,4458,0,45.8500,48.1375,50.5500,53.0750,55.7250,,,,,,,,,,,,,,,
FY13-14,2014/01/04,5288,Transit Planner 2,021,COMMN,6945,2706,3289,0,33.8250,35.5125,37.2875,39.1500,41.1125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1760,Offset Machine Operator,790,COMMN,6295,1970,2395,,24.6250,25.8625,27.1500,28.5125,29.9375,,,,,,,,,,,,,,,
FY15-16,2015/07/01,2912,Senior Social Worker,535,SFMTA,6780,2496,3035,,31.2000,32.7625,34.4000,36.1250,37.9375,,,,,,,,,,,,,,,
FY15-16,2015/10/10,2930,Behavioral Health Clinician,790,SFMTA,7175,3027,3679,,37.8375,39.7250,41.7125,43.7875,45.9875,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1367,Special Assistant 8,021,COMMN,6785,2502,3041,0,31.2750,32.8375,34.4750,36.2000,38.0125,,,,,,,,,,,,,,,
FY15-16,2015/10/10,8220,"Director, Parking Enforcement",351,SFMTA,7425,3418,4155,,42.7250,44.8625,47.1125,49.4625,51.9375,,,,,,,,,,,,,,,
FY14-15,2014/07/01,3434,Arborist Technician,261,COMMN,3434C,2226,3047,,27.8250,29.2125,30.6750,32.2125,33.8250,31.3375,32.9000,34.5500,36.2750,38.0875,,,,,,,,,,
FY14-15,2014/07/01,7441,Tools Room Mechanic/Custodian,790,SFMTA,5860,1596,1936,,19.9500,20.9250,21.9500,23.0500,24.2000,,,,,,,,,,,,,,,
FY13-14,2014/03/29,9354,Elevator and Crane Technician,006,COMMN,7440,3446,4188,0,43.0750,45.2250,47.4875,49.8625,52.3500,,,,,,,,,,,,,,,
FY13-14,2014/03/29,8202,Security Guard,790,SFMTA,8202B (SFMTA),1590,1927,,19.8750,20.8375,21.8625,22.9500,24.0875,24.0875,24.0875,25.3000,26.5625,27.8875,29.2750,,,,,,,,,
FY15-16,2015/10/10,5283,Planner 5,021,SFMTA,5283H,4848,5893,6,60.6000,63.6250,66.8125,70.1500,73.6625,75.3750,77.3375,79.1500,,,,,,,,,,,,
FY13-14,2014/01/04,7418,Senior Book Repairer,790,COMMN,6480,2156,2621,0,26.9500,28.3000,29.7125,31.2000,32.7625,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1930,Warehouse Worker,790,COMMN,6110,1800,2188,0,22.5000,23.6250,24.8125,26.0500,27.3500,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1406,Senior Clerk,790,SFMTA,1406D,1765,2145,6,22.0625,23.1625,24.3250,25.5375,26.8125,26.8875,29.5000,28.0875,32.5250,31.3375,,,,,,,,,,
FY13-14,2014/01/04,1446,Secretary 2,790,COMMN,6385,2058,2502,0,25.7250,27.0125,28.3625,29.7875,31.2750,,,,,,,,,,,,,,,
FY13-14,2014/01/04,3634,Librarian 3,790,COMMN,7240,3126,3799,0,39.0750,41.0250,43.0750,45.2250,47.4875,,,,,,,,,,,,,,,
FY14-15,2014/07/01,2606,Senior Food Service Worker,250,COMMN,2606C,1573,2004,,19.6625,20.6250,21.6375,22.7250,23.8625,25.0500,,,,,,,,,,,,,,
FY13-14,2014/01/04,7404,Asphalt Finisher,261,SFMTA,6365,2038,2478,,25.4750,26.7500,28.0875,29.5000,30.9750,,,,,,,,,,,,,,,
FY12-13,2012/07/01,8209,Institutional Police Lieut,969,SFMTA,8209W,2756,4845,,47.4750,49.8375,52.3500,54.9750,57.7000,60.5625,34.4500,36.1750,37.9750,39.8625,41.8500,,,,,,,,,
FY14-15,2014/10/11,3522,Senior Museum Preparator,790,SFMTA,6310,1985,2412,,24.8125,26.0500,27.3500,28.7125,30.1500,,,,,,,,,,,,,,,
FY13-14,2014/03/29,3630,Librarian 1,790,COMMN,6850,2582,3138,0,32.2750,33.8875,35.5875,37.3625,39.2250,,,,,,,,,,,,,,,
FY13-14,2014/01/04,5148,Water Operations Analyst,039,COMMN,5148A,4488,4488,0,56.1000,,,,,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1452,Executive Secretary 2,022,SFMTA,6755,2466,2997,,30.8250,32.3625,33.9875,35.6875,37.4625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,2436,Electroencephalograph Tech 1,250,COMMN,6480,2156,2621,0,26.9500,28.3000,29.7125,31.2000,32.7625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7412,Auto Svc Wrk Asst Sprv,200,SFMTA,6470,2145,2607,,26.8125,28.1500,29.5625,31.0375,32.5875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1426,Senior Clerk Typist,790,COMMN,1426D,1941,2360,6,24.2625,25.4750,26.7500,28.0875,29.5000,32.5250,,,,,,,,,,,,,,
FY12-13,2012/07/01,2738,Porter Assistant Supervisor,250,SFMTA,6160,1844,2242,,23.0500,24.2000,25.4125,26.6875,28.0250,,,,,,,,,,,,,,,
FY13-14,2014/03/29,2551,Mental Hlth Treatment Spec,021,SFMTA,7110,2933,3566,,36.6625,38.5000,40.4250,42.4500,44.5750,,,,,,,,,,,,,,,
FY14-15,2014/07/01,1244,Senior Personnel Analyst,022,COMMN,7325,3256,3957,,40.7000,42.7250,44.8625,47.1125,49.4625,,,,,,,,,,,,,,,
FY13-14,2014/01/04,4260,Real Prop Appraiser Trainee,021,COMMN,6305,1980,2407,0,24.7500,25.9875,27.2875,28.6500,30.0875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,7378,Tile Setter,007,SFMTA,6790,2507,3047,,31.3375,32.9000,34.5500,36.2750,38.0875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,7424,Dryer Mixer Operator,003,SFMTA,6835,2564,3117,,32.0500,33.6625,35.3375,37.1125,38.9625,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8260,Criminalist II,021,SFMTA,7415,3403,4137,,42.5375,44.6750,46.9000,49.2500,51.7125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8141,Worker's Compensation Adjuster,790,COMMN,6860,2596,3155,0,32.4500,34.0750,35.7750,37.5625,39.4375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,5266,Architectural Associate 2,021,SFMTA,7495,3537,4299,,44.2125,46.4250,48.7375,51.1750,53.7375,,,,,,,,,,,,,,,
FY13-14,2014/03/29,1434,Shelter Service Representative,856,SFMTA,1434B (SFMTA),1706,2178,,21.3250,22.3875,23.5125,24.6875,25.9250,27.2250,,,,,,,,,,,,,,
FY13-14,2013/07/01,1924,Materials/Supplies Supervisor,790,SFMTA,5960,1674,2033,,20.9250,21.9500,23.0500,24.2000,25.4125,,,,,,,,,,,,,,,
FY14-15,2014/10/11,5304,Materials Testing Aide,021,COMMN,6505,2183,2654,,27.2875,28.6500,30.0875,31.5875,33.1750,,,,,,,,,,,,,,,
FY13-14,2014/01/04,1091,IT Operations Support Admin I,021,SFMTA,6175,1858,2258,,23.2250,24.3875,25.6000,26.8875,28.2250,,,,,,,,,,,,,,,
FY15-16,2015/07/01,8158,Child Support Officer II,790,SFMTA,6750,2459,2989,,30.7375,32.2750,33.8875,35.5875,37.3625,,,,,,,,,,,,,,,
FY13-14,2014/03/29,5277,Planner 1,021,COMMN,6565,2247,2732,0,28.0875,29.5000,30.9750,32.5250,34.1500,,,,,,,,,,,,,,,
FY15-16,2015/07/01,7514,General Laborer,261,SFMTA,6335,2009,2442,,25.1125,26.3750,27.6875,29.0750,30.5250,,,,,,,,,,,,,,,
FY15-16,2015/07/01,7203,Bldg & Grounds Maint Sprv,039,SFMTA,7203G,4043,4043,,50.5375,,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,8226,Museum Guard,790,SFMTA,6310,1985,2412,6,24.8125,26.0500,27.3500,28.7125,30.1500,,,,,,,,,,,,,,,
FY14-15,2014/07/01,8126,"Sr Investigator, OCC",200,SFMTA,7245,3132,3807,,39.1500,41.1125,43.1625,45.3250,47.5875,,,,,,,,,,,,,,,
FY14-15,2014/10/11,4337,"Pr Investigator, Tax Collector",790,COMMN,7250,3138,3815,,39.2250,41.1875,43.2500,45.4125,47.6875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,7358,Pattern Maker,236,SFMTA,7060,2862,3479,,35.7750,37.5625,39.4375,41.4125,43.4875,,,,,,,,,,,,,,,
FY15-16,2015/07/01,8251,Fingerprint Technician 3,790,SFMTA,6590,2274,2764,,28.4250,29.8500,31.3375,32.9000,34.5500,,,,,,,,,,,,,,,
FY13-14,2014/01/04,7244,Power Plant Supervisor 1,006,COMMN,7030,2819,3426,0,35.2375,37.0000,38.8500,40.7875,42.8250,,,,,,,,,,,,,,,
FY13-14,2013/07/01,8190,"Attorney, Tax Collector",311,COMMN,8515,5821,7076,0,72.7625,76.4000,80.2250,84.2375,88.4500,,,,,,,,,,,,,,,
FY15-16,2015/07/01,1362,Special Assistant 3,021,SFMTA,6105,1796,2183,,22.4500,23.5750,24.7500,25.9875,27.2875,,,,,,,,,,,,,,,
FY13-14,2014/01/04,2484,Biologist III,021,COMMN,7535,3608,4385,0,45.1000,47.3500,49.7250,52.2000,54.8125,,,,,,,,,,,,,,,
FY13-14,2013/07/01,9508,Prpl Permit and Citation Clerk,790,SFMTA,6730,2435,2960,0,30.4375,31.9625,33.5625,35.2375,37.0000,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7510,Lighting Fixture Maint Worker,006,SFMTA,5985,1694,2058,,21.1750,22.2250,23.3375,24.5000,25.7250,,,,,,,,,,,,,,,
FY13-14,2013/07/01,9377,"Feasibility Analyst, Port",021,COMMN,9377Y,2997,3643,6,37.4625,39.3375,41.3000,43.3750,45.5375,46.6750,47.8250,49.0125,,,,,,,,,,,,
FY13-14,2014/03/29,7372,"Stationary Eng, Sewage Plant",039,SFMTA,7372B (SFMTA),3287,3287,,41.0875,,,,,,,,,,,,,,,,,,,
FY13-14,2014/03/29,7253,Electrical Trnst Mech Sprv 1,006,SFMTA,7350,3295,4006,0,41.1875,43.2500,45.4125,47.6875,50.0750,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1203,Personnel Technician,022,SFMTA,6610,2297,2793,,28.7125,30.1500,31.6625,33.2500,34.9125,,,,,,,,,,,,,,,
FY14-15,2014/07/01,8143,Sr Public Defenders Invstgtor,790,COMMN,7225,3101,3769,,38.7625,40.7000,42.7250,44.8625,47.1125,,,,,,,,,,,,,,,
FY13-14,2014/03/29,6262,Plan Checker,021,COMMN,7155,2997,3643,0,37.4625,39.3375,41.3000,43.3750,45.5375,,,,,,,,,,,,,,,
FY13-14,2014/01/04,8104,Victim & Witness Technician,790,SFMTA,6080,1773,2156,,22.1625,23.2750,24.4375,25.6625,26.9500,,,,,,,,,,,,,,,
FY13-14,2014/03/29,6322,Permit Technician II,790,COMMN,6580,2264,2752,0,28.3000,29.7125,31.2000,32.7625,34.4000,,,,,,,,,,,,,,,
FY13-14,2013/07/01,7255,Power House Electrician Sprv 1,006,COMMN,7350,3295,4006,0,41.1875,43.2500,45.4125,47.6875,50.0750,,,,,,,,,,,,,,,
FY14-15,2014/10/11,2403,Forensic Laboratory Technician,021,COMMN,6865,2602,3162,,32.5250,34.1500,35.8500,37.6500,39.5250,,,,,,,,,,,,,,,
FY13-14,2014/03/29,2554,Therapy Aide,250,COMMN,6650,2342,2847,0,29.2750,30.7375,32.2750,33.8875,35.5875,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1705,Communications Dispatcher 2,790,COMMN,6290,1965,2388,0,24.5625,25.7875,27.0750,28.4250,29.8500,,,,,,,,,,,,,,,
FY13-14,2013/07/01,1634,Principal Account Clerk,790,SFMTA,6570,2252,2737,,28.1500,29.5625,31.0375,32.5875,34.2125,,,,,,,,,,,,,,,
FY15-16,2015/10/10,2922,Senior Medical Social Worker,790,SFMTA,7265,3162,3844,,39.5250,41.5000,43.5750,45.7625,48.0500,,,,,,,,,,,,,,,
FY14-15,2014/07/01,H008,EMT/Paramedic,798,COMMN,H8C00,2561,3412,,32.0125,42.6500,,,,,,,,,,,,,,,,,,
FY14-15,2014/10/11,1480,Principal Water Services Clerk,790,SFMTA,6710,2412,2933,,30.1500,31.6625,33.2500,34.9125,36.6625,,,,,,,,,,,,,,,
